,Segment_ID,Year,Route,Latitude,Longitude,GPS_Valid,Postmile_Distance,Ahead_AADT,Ahead_Peak_Hourly,Ahead_Peak_Monthly,Ahead_Collisions,Cluster
247,23538,2014,1,38.33844433,-123.0474236,True,9.03,4000,720,4900,6,0
248,23539,2014,1,38.43705679,-123.1044037,True,1.1999999999999993,2750,490,3450,1,0
249,23540,2014,1,38.45012248,-123.11674950000001,True,11.737999999999996,2800,500,3500,4,0
250,23541,2014,1,38.51848599,-123.2464097,False,15.074000000000005,1850,330,2250,10,0
251,23542,2014,1,38.65191005,-123.39943970000002,True,10.470999999999997,1650,290,2000,1,0
252,23543,2014,1,38.7597982,-123.51843229999999,True,6.509222222222222,0,0,0,0,0
253,23544,2014,1,38.7597982,-123.51843229999999,True,1.02,2850,340,3350,0,0
254,23545,2014,1,38.77007012,-123.5319102,True,4.07,2550,350,3400,4,0
255,23546,2014,1,38.80354931,-123.5854077,True,9.602,2000,260,2650,5,0
256,23547,2014,1,38.90394328,-123.69154509999998,True,0.4879999999999996,2000,240,2450,0,0
257,23548,2014,1,38.91091252,-123.69240990000002,True,0.5600000000000005,2650,320,3350,0,0
258,23549,2014,1,38.91435452,-123.7010269,True,0.42600000000000016,2150,260,2600,0,0
259,23550,2014,1,38.91817219,-123.7057479,True,3.1739999999999995,2150,260,2600,1,0
260,23551,2014,1,38.95126113,-123.6904071,True,15.56,1650,230,1950,4,0
261,23552,2014,1,39.13903378,-123.7243321,True,5.373000000000005,1100,150,1350,1,0
262,23553,2014,1,39.19753627,-123.74666409999999,True,7.226999999999998,3200,450,4000,7,0
263,23554,2014,1,39.26816252,-123.7865649,True,2.539999999999999,6200,720,7600,1,0
264,23555,2014,1,39.29972466,-123.79397279999999,True,0.5200000000000031,6800,820,8500,0,0
265,23556,2014,1,39.30661286,-123.79345459999999,True,0.9299999999999996,6000,720,7700,1,0
266,23557,2014,1,39.31885095,-123.79966189999999,True,4.289999999999999,12200,1550,15600,1,0
267,23558,2014,1,39.37228032,-123.81523059999999,True,1.4399999999999975,10800,1350,13800,1,0
268,23559,2014,1,39.3833334,-123.8139332,True,2.0300000000000007,11100,1400,14000,0,0
269,23560,2014,1,39.41244221,-123.8084013,True,0.5529999999999973,18300,2050,21500,2,0
270,23561,2014,1,39.42013912,-123.807926,True,0.8770000000000024,21000,1950,24000,6,0
271,23562,2014,1,39.43271764,-123.8062143,True,0.7909999999999968,19100,1950,22100,10,0
272,23563,2014,1,39.44419908,-123.8059753,True,0.8890000000000029,18600,1850,21200,6,0
273,23564,2014,1,39.45700452,-123.8060666,True,0.4399999999999977,8100,1200,10000,0,0
274,23565,2014,1,39.46319365,-123.80574840000001,True,2.058000000000007,6500,1050,8000,2,0
275,23566,2014,1,39.48792679,-123.78733159999999,True,12.801999999999992,1400,280,2050,5,0
276,23567,2014,1,39.641425899999994,-123.78458059999998,True,13.214,850,120,1200,2,0
277,23568,2014,1,39.78036816,-123.8315892,True,14.62700000000001,680,110,1050,2,0
278,23569,2014,1,39.868269899999994,-123.71500890000002,True,0.07699999999999818,630,100,1000,0,0
279,23570,2014,1,39.86816499,-123.7135928,True,4.060692307692308,0,0,0,0,0
280,23571,2014,2,34.038629,-118.467722,True,0.2789999999999999,29500,2550,30500,2,0
281,23572,2014,2,34.04054094,-118.46334089999999,True,1.045,28500,2500,30000,5,0
282,23573,2014,2,34.046968,-118.4466685,True,7.006,50000,3900,52000,4,1
283,23574,2014,2,34.0907,-118.34278400000001,True,0.245000000000001,40500,2850,43000,0,0
284,23575,2014,2,34.09071058,-118.33854850000002,True,0.6849999999999987,39000,2750,41500,11,0
285,23576,2014,2,34.09073782,-118.3267105,True,0.7390000000000008,37500,2600,40000,4,0
